cutter,cut_index,wear,failure_label,force_x_mean,force_x_std,force_x_rms,force_x_min,force_x_max,force_x_p2p,force_x_skew,force_x_kurtosis,force_y_mean,force_y_std,force_y_rms,force_y_min,force_y_max,force_y_p2p,force_y_skew,force_y_kurtosis,force_z_mean,force_z_std,force_z_rms,force_z_min,force_z_max,force_z_p2p,force_z_skew,force_z_kurtosis,vib_x_mean,vib_x_std,vib_x_rms,vib_x_min,vib_x_max,vib_x_p2p,vib_x_skew,vib_x_kurtosis,vib_y_mean,vib_y_std,vib_y_rms,vib_y_min,vib_y_max,vib_y_p2p,vib_y_skew,vib_y_kurtosis,vib_z_mean,vib_z_std,vib_z_rms,vib_z_min,vib_z_max,vib_z_p2p,vib_z_skew,vib_z_kurtosis
C1,1,39.64352035522461,0,15.227772800527513,44.02072103690551,46.58013466139338,-68.87000274658203,114.12000274658203,182.99000549316406,0.1544726831713415,2.178059514511895,8.028973213037569,20.671604273478863,22.176105025341673,-98.74299621582031,99.1760025024414,197.91899871826172,0.5097173093729895,6.849086999952832,9.554372003102023,26.14883089277685,27.839672796796673,-35.4109992980957,65.26799774169922,100.67899703979492,0.3373639759866509,1.9826844489637554,0.0072470000437693674,0.20299818898718391,0.20312750611798203,-0.8740000128746033,0.8539999723434448,1.727999985218048,0.09799159577781108,3.5775640186714464,-0.0018384000563761219,0.18905246123194885,0.18906139958390447,-0.7900000214576721,0.7829999923706055,1.5730000138282776,-0.08500251715970221,3.562579543698262,-0.002599400184629485,0.19548446617710233,0.19550174781281754,-0.847000002861023,0.7919999957084656,1.6389999985694885,-0.055112094754398086,3.943267652770526
C1,2,41.73550796508789,0,0.3915495997242164,0.842994042469168,0.9294891310191332,-2.2760000228881836,3.500999927520752,5.7769999504089355,0.1223954313382062,2.7301605610545536,0.648746799237444,1.670786293100371,1.7923167261209465,-10.973999977111816,10.190999984741211,21.164999961853027,-0.780711869585305,8.862793849262626,0.6955068001424893,1.124772790355284,1.322438482111004,-2.8429999351501465,4.499000072479248,7.3420000076293945,-0.03076323544123867,2.9082373400057566,0.009991600034665316,0.07470228880427783,0.07536752632168882,-0.26899999380111694,0.2720000147819519,0.5410000085830688,-0.024528027444665434,3.145803638879389,0.014395800032978877,0.0743783433654793,0.0757586762053209,-0.25600001215934753,0.2680000066757202,0.5240000188350677,-0.018432275941457174,3.136339667817786,0.01890600002417341,0.0748408791148097,0.07719192978279273,-0.2630000114440918,0.29899999499320984,0.5620000064373016,-0.023354853802949816,3.1769283206781758
C1,3,43.7038688659668,0,1.014789400484832,1.8802874996514662,2.1366512604264476,-3.5250000953674316,7.10699987411499,10.631999969482422,0.5919698148791925,2.9903629270064997,1.1245053972064751,3.1354204460961443,3.3309718945293185,-8.383000373840332,13.619999885559082,22.003000259399414,0.4217125058123936,3.583754445419225,1.0286160007925704,1.6917143583354737,1.979885942998966,-4.142000198364258,6.425000190734863,10.567000389099121,0.19881108859241198,2.7562404670235066,-0.0015665999939199536,0.08531070276122903,0.08532508564985866,-0.3310000002384186,0.3659999966621399,0.6969999969005585,0.011613293814896753,3.359702500207226,-0.009493000027071685,0.0855330788087788,0.08605826293867865,-0.3569999933242798,0.3319999873638153,0.6889999806880951,-0.0735157176378711,3.314913938423422,-0.011975400056061335,0.08701184979615324,0.08783206824076868,-0.39500001072883606,0.32899999618530273,0.7240000069141388,-0.05388793952670898,3.354152025353883
C1,4,45.59752655029297,0,1.7979938037444605,2.659046169649883,3.209876672184336,-5.333000183105469,10.680999755859375,16.013999938964844,0.6120107429697398,3.048518732600053,2.287722600978357,4.861581307574948,5.372955193298127,-11.192999839782715,20.35700035095215,31.550000190734863,0.4973060968880327,3.8371238603850264,1.8421128012732602,2.723500697496479,3.287983519100822,-4.995999813079834,10.196000099182129,15.191999912261963,0.3592804638009768,2.5993225459783207,-0.007041799992811866,0.09509674055817738,0.0953571025772494,-0.33899998664855957,0.38600000739097595,0.7249999940395355,0.021749477055175413,3.349223544162172,-0.01128740002179984,0.09358903583953208,0.09426724260646084,-0.3919999897480011,0.3199999928474426,0.7119999825954437,-0.08481474126934621,3.159740272371113,-0.012397400027746334,0.09726880855190242,0.09805568134766394,-0.38600000739097595,0.33500000834465027,0.7210000157356262,-0.03793344099659324,3.1832426731203656
C1,5,47.44375991821289,0,2.0953382015405224,3.0326556855414886,3.6861148497954033,-5.708000183105469,11.729999542236328,17.437999725341797,0.5758528345533326,3.1009189340103567,2.7789231962399557,5.501460133379294,6.163479352586671,-12.505000114440918,22.457000732421875,34.96200084686279,0.4896230016940126,3.715154101902478,2.048386397224432,3.11211275166927,3.7257392033577124,-8.319999694824219,11.678999900817871,19.99899959564209,0.3234687747145606,2.5823937411385804,-0.0027304000113392247,0.09797388088963337,0.09801191978937045,-0.3529999852180481,0.33899998664855957,0.6919999718666077,-0.0016658495056011975,3.181877949923833,-0.007205399955785834,0.09750903354852136,0.09777489152174756,-0.36899998784065247,0.32100000977516174,0.6899999976158142,-0.03975944983398148,3.1427927352711906,-0.006991400002804585,0.10094683222201421,0.10118864862057751,-0.3919999897480011,0.3700000047683716,0.7619999945163727,-0.016156988296778724,3.2010764645897685
C1,6,49.22414779663086,0,2.897244002159615,3.00921954058031,4.177250896398281,-3.6670000553131104,11.89799976348877,15.56499981880188,0.5901923567947612,2.985113918160817,2.411870599147561,5.844424746871179,6.322532752692759,-17.732999801635742,22.006000518798828,39.73900032043457,0.34649514481978827,3.35072382074533,1.197975198270497,3.2958111827422094,3.506781420043148,-6.997000217437744,10.689000129699707,17.68600034713745,0.38649701496356514,2.495124256327148,0.01587820004981477,0.08375067149969787,0.08524254931354552,-0.3019999861717224,0.3100000023841858,0.6119999885559082,-0.009931676238617269,3.2207965262551816,0.021215000007185153,0.08200006339352793,0.08469998005812909,-0.24300000071525574,0.35899999737739563,0.6019999980926514,0.05265322667879298,3.189087185892892,0.028712799998698756,0.08766837022635551,0.09225057193270193,-0.2630000114440918,0.33000001311302185,0.5930000245571136,-0.09276615576187627,3.065748374440079
C1,7,50.94063949584961,0,2.972887199907121,3.0211092494857015,4.2385326943058566,-3.744999885559082,12.08899974822998,15.833999633789062,0.5878724055463682,2.923727005307293,2.366294404361467,5.909779098145473,6.365912204624684,-13.76200008392334,25.253999710083008,39.01599979400635,0.4082535961822773,3.5627505511688655,1.2887089989844709,3.485056875892979,3.715695400900415,-6.817999839782715,11.086999893188477,17.90499973297119,0.4210699918769865,2.5335711036014192,-0.004164200033061206,0.08372277860041312,0.08382627403439294,-0.3160000145435333,0.35199999809265137,0.6680000126361847,0.04800859286128218,3.45920306499276,-0.016608399979118258,0.08198670300208465,0.08365200786005324,-0.3149999976158142,0.32100000977516174,0.636000007390976,0.06562079183298655,3.304992028831326,-0.018530600056471305,0.08700226592376058,0.08895379370393174,-0.33799999952316284,0.3059999942779541,0.6439999938011169,-0.03028839685992287,3.2530044804396434
C1,8,52.59512710571289,0,3.0289054018322843,3.0173432951934838,4.275351271451021,-4.047999858856201,12.128000259399414,16.176000118255615,0.5633635353669668,2.9653034785272707,2.4102212003737686,5.930451113626475,6.401516745728677,-15.654999732971191,24.23900032043457,39.89400005340576,0.38297669270408286,3.421220271982559,1.300892600301141,3.665629924917471,3.8896226428753637,-7.965000152587891,12.947999954223633,20.913000106811523,0.41900448511764155,2.5712383839756665,-0.008130399939557538,0.08352477368760346,0.08391955208854807,-0.3370000123977661,0.35600000619888306,0.6930000185966492,-0.012440852685073995,3.478825158273598,-0.012457400010153651,0.0828721894975238,0.08380326131557453,-0.32499998807907104,0.3019999861717224,0.6269999742507935,-0.07061902949224035,3.377663696138755,-0.017435199989029208,0.08775230949685303,0.08946761436793163,-0.35899999737739563,0.34299999475479126,0.7019999921321869,-0.09130290101310672,3.3243284391674446
C1,9,54.1894645690918,0,3.160920200614631,3.0131904907640403,4.367005089106776,-4.146999835968018,13.321999549865723,17.46899938583374,0.5218768913600453,2.881379156754035,2.472380597977387,6.016873899593496,6.505031694378165,-15.38700008392334,24.731000900268555,40.118000984191895,0.44006184927521574,3.6595442490923866,1.3406879995064112,3.733612542014626,3.967027467249177,-7.192999839782715,12.61299991607666,19.805999755859375,0.4291821438797994,2.6322039819700436,-0.0050207999963313345,0.08560304189125234,0.08575015576451545,-0.33399999141693115,0.2800000011920929,0.613999992609024,-0.09003390079863881,3.3306207203873663,-0.007606600047671236,0.0849095816222414,0.08524961827216182,-0.34599998593330383,0.3100000023841858,0.6559999883174896,-0.024404845351876335,3.2281970321068028,-0.00970880006456282,0.08954923127966631,0.09007400080751839,-0.3449999988079071,0.3089999854564667,0.6539999842643738,-0.08921796124228357,3.1965766586857107
C1,10,55.725460052490234,0,2.6879345983123875,2.8455153828133715,3.914326276466016,-5.377999782562256,10.295999526977539,15.673999309539795,0.1986241413713846,2.4754493846391017,2.6364243989347247,5.828466984794924,6.397011880881789,-13.654000282287598,22.945999145507812,36.59999942779541,0.41370898241197007,3.3205793255201015,1.9867706012128388,3.6331680069823324,4.140913810839776,-6.677999973297119,13.25,19.92799997329712,0.43045654245915554,2.5662798366534307,0.00693320000639651,0.08059707653240464,0.0808947341172402,-0.335999995470047,0.3109999895095825,0.6469999849796295,-0.03286267546157626,3.2791609600350644,0.010457200009655207,0.0771297620208228,0.07783542394970745,-0.24899999797344208,0.30300000309944153,0.5520000010728836,0.013936287784429374,3.072140706995578,0.013876000002259388,0.0841388819054119,0.0852754057413716,-0.2919999957084656,0.29600000381469727,0.5879999995231628,-0.05307061593362053,3.0113035553629066
